DATA,DOCUMENTS,TYPE MOVEMENT,ITEM NUMBER,SUM,AMOUNT
20210101,2021010116,101,103831,1636,80
20210101,2021010116,101,102373,357,12
20210101,2021010116,101,107699,196,4
20210101,2021010116,101,102291,306,6
20210101,2021010116,101,102300,300,6
20210101,2021010116,101,102288,259,8
20210101,2021010116,101,102289,259,8
20210101,2021010117,101,107634,103,4
20210101,2021010117,101,107097,349,8
20210101,2021010118,101,106274,5504,100
20210101,2021010118,101,105972,2678,36
20210101,2021010118,101,102626,3620,36
20210101,2021010118,101,108709,751,8
20210101,2021010118,101,108708,2938,36
20210101,2021010118,101,101976,251,6
20210101,2021010118,101,106549,444,6
20210101,2021010118,101,105886,179,10
20210101,2021010118,101,108599,444,6
20210101,2021010118,101,102940,368,6
20210101,2021010118,101,102939,432,6
20210101,2021010118,101,108095,187,6
20210101,2021010118,101,106546,241,6
20210101,2021010118,101,109475,179,10
20210101,2021010118,101,109476,358,20
20210101,2021010118,101,105883,358,20
20210101,2021010118,101,105885,358,20
20210101,2021010118,101,107707,210,6
20210101,2021010118,101,106545,260,6
20210101,2021010118,101,105884,179,10
20210101,2021010118,101,102937,419,6
20210101,2021010118,101,102499,411,6
20210101,2021010118,101,102520,1096,8
20210101,2021010118,101,109495,292,6
20210101,2021010118,101,109477,742,12
20210101,2021010118,101,109493,725,16
20210101,2021010118,101,109242,848,12
20210101,2021010118,101,100221,1009,50
20210101,2021010119,101,102559,1442,9
20210101,2021010120,101,100631,396,12
20210101,2021010120,101,103657,395,12
20210101,2021010120,101,101359,383,12
20210101,2021010120,101,103106,333,12
20210101,2021010120,101,101431,166,6
20210101,2021010120,101,100567,344,12
20210101,2021010120,101,100568,333,12
20210101,2021010120,101,100569,333,12
20210101,2021010120,101,107705,273,6
20210101,2021010120,101,109462,534,16
20210101,2021010120,101,109461,534,16
20210101,2021010120,101,106221,205,6
20210101,2021010120,101,103065,409,8
20210101,2021010120,101,108360,638,15
20210101,2021010120,101,108365,638,15
20210101,2021010120,101,108400,810,8
20210101,2021010120,101,108354,438,6
20210101,2021010120,101,104074,639,6
20210101,2021010120,101,100647,817,12
20210101,2021010120,101,104726,390,4
20210101,2021010120,101,103244,366,6
20210101,2021010120,101,107450,163,6
20210101,2021010120,101,101637,1641,24
20210101,2021010120,101,101638,316,6
20210101,2021010120,101,102820,591,6
20210101,2021010120,101,103647,1051,12
20210101,2021010120,101,101461,708,12
20210101,2021010120,101,104655,382,12
20210101,2021010120,101,105697,365,6
20210101,2021010121,101,105478,291,6
20210101,2021010121,101,105915,291,6
20210101,2021010121,101,102857,355,12
20210101,2021010121,101,100180,2554,27
20210101,2021010121,101,106509,220,10
20210101,2021010121,101,106389,171,6
20210101,2021010121,101,104133,349,6
20210101,2021010121,101,105232,1001,12
20210101,2021010121,101,104379,143,7
20210101,2021010121,101,104380,143,7
20210101,2021010121,101,104090,1795,8
20210101,2021010121,101,100436,1275,16
20210101,2021010121,101,100440,4524,32
20210101,2021010121,101,105757,477,6
20210101,2021010121,101,101738,940,8
20210101,2021010121,101,104136,565,12
20210101,2021010121,101,104137,476,12
20210101,2021010121,101,100334,487,12
20210101,2021010121,101,106783,480,12
20210101,2021010121,101,104817,2402,10
20210101,2021010122,101,103652,576,4
20210101,2021010122,101,108100,1484,12
20210101,2021010122,101,109085,315,6
20210101,2021010122,101,109086,315,6
20210101,2021010122,101,104512,1453,12
20210101,2021010122,101,103285,609,10
20210101,2021010122,101,104513,1130,9
20210101,2021010122,101,102740,1130,9
20210101,2021010122,101,106387,457,6
20210101,2021010122,101,106388,959,12
20210101,2021010122,101,105759,479,6
20210101,2021010123,101,109582,897,8
20210101,2021010123,101,109553,751,10
20210101,2021010123,101,109554,615,10
20210101,2021010123,101,103784,1180,12
20210101,2021010123,101,106548,1560,6
20210101,2021010123,101,109148,944,6
20210101,2021010123,101,109356,1727,8
20210101,2021010123,101,106431,676,10
20210101,2021010123,101,100323,1567,16
20210101,2021010123,101,108589,921,6
20210101,2021010123,101,102724,931,6
20210101,2021010123,101,104107,1022,6
20210101,2021010123,101,109322,756,6
20210101,2021010123,101,102679,582,8
20210101,2021010124,101,105592,1853,15
20210101,2021010124,101,104110,1733,10
20210101,2021010124,101,108588,1716,12
20210101,2021010124,101,106570,1588,12
20210101,2021010124,101,104548,1482,30
20210101,2021010124,101,108592,2490,30
20210101,2021010124,101,107398,584,6
20210101,2021010124,101,103864,1930,18
20210101,2021010124,101,106689,3069,30
20210101,2021010124,101,103532,2122,12
20210101,2021010124,101,105821,973,12
20210101,2021010124,101,101846,2976,24
20210101,2021010124,101,106994,5137,36
20210101,2021010125,101,104303,1180,16
20210101,2021010125,101,106034,8927,112
20210101,2021010125,101,106227,1443,6
20210101,2021010125,101,102120,1003,16
20210101,2021010125,101,100089,2657,32
20210101,2021010125,101,104106,1089,16
20210101,2021010125,101,101791,2457,32
20210101,2021010125,101,103739,4072,80
20210101,2021010125,101,104531,2152,32
20210101,2021010126,101,106969,534,4
20210101,2021010126,101,105744,770,8
20210101,2021010126,101,105745,381,4
20210101,2021010126,101,105742,1235,9
20210101,2021010126,101,105743,417,4
20210101,2021010126,101,105741,971,6
20210101,2021010126,101,105746,1603,12
20210101,2021010126,101,107270,194,4
20210101,2021010126,101,107382,334,4
20210101,2021010126,101,102701,628,4
20210101,2021010126,101,102702,628,4
20210101,2021010127,101,100356,1920,24
20210101,2021010127,101,101086,1401,16
20210101,2021010127,101,104190,4066,16
20210101,2021010127,101,104234,797,12
20210101,2021010127,101,109490,1858,24
20210101,2021010127,101,109443,709,12
20210101,2021010127,101,104233,759,12
20210101,2021010127,101,105944,1821,20
20210101,2021010127,101,107363,833,10
20210101,2021010127,101,105471,654,18
20210101,2021010127,101,104397,1588,16
20210101,2021010127,101,106956,1600,8
20210101,2021010127,101,101789,534,12
20210101,2021010127,101,101340,570,8
20210101,2021010127,101,104282,997,8
20210101,2021010127,101,108526,763,12
20210101,2021010127,101,101339,2400,40
20210101,2021010127,101,102083,1065,15
20210101,2021010127,101,104236,406,6
20210101,2021010128,101,110538,405,4
20210101,2021010128,101,110429,31,3
20210101,2021010128,101,110428,31,3
20210101,2021010128,101,110571,154,3
20210101,2021010128,101,110403,78,2
20210101,2021010128,101,109988,77,3
20210101,2021010128,101,110539,180,2
20210101,2021010128,101,110398,71,2
20210101,2021010128,101,110412,96,2
20210101,2021010128,101,110325,173,3
20210101,2021010128,101,110457,127,3
20210101,2021010128,101,110326,94,3
20210101,2021010128,101,110458,100,3
20210101,2021010128,101,110306,91,3
20210101,2021010128,101,110327,333,4
20210101,2021010128,101,110224,94,3
20210101,2021010128,101,110456,181,3
20210101,2021010128,101,110450,151,3
20210101,2021010128,101,110112,130,3
20210101,2021010128,101,110350,134,3
20210101,2021010128,101,110352,115,3
20210101,2021010128,101,110351,85,2
20210101,2021010128,101,110288,77,2
20210101,2021010128,101,110411,107,2
20210101,2021010128,101,110397,91,2
20210101,2021010128,101,110297,78,2
20210101,2021010128,101,110361,64,2
20210101,2021010128,101,110367,116,2
20210101,2021010128,101,110353,248,5
20210101,2021010128,101,110374,73,2
20210101,2021010128,101,110272,131,4
20210101,2021010128,101,110273,70,2
20210101,2021010128,101,110171,159,6
20210101,2021010128,101,110406,211,4
20210101,2021010128,101,110275,44,2
20210101,2021010128,101,110262,31,2
20210101,2021010128,101,110274,59,2
20210101,2021010128,101,110178,59,2
20210101,2021010128,101,110585,210,2
20210101,2021010128,101,110210,288,2
20210101,2021010128,101,110187,227,5
20210101,2021010128,101,110504,364,5
20210101,2021010128,101,110508,137,2
20210101,2021010128,101,110208,437,6
20210101,2021010128,101,110209,762,15
20210101,2021010128,101,110518,267,5
20210101,2021010128,101,110454,109,3
20210101,2021010128,101,110453,116,3
20210101,2021010128,101,110460,70,2
20210101,2021010128,101,110461,170,4
20210101,2021010128,101,110349,113,4
20210101,2021010128,101,110586,290,3
20210101,2021010128,101,110587,144,3
20210101,2021010128,101,109949,122,3
20210101,2021010128,101,110483,105,3
20210101,2021010128,101,110409,119,4
20210101,2021010128,101,110357,193,6
20210101,2021010128,101,110358,189,6
20210101,2021010128,101,110408,84,2
20210101,2021010128,101,110184,116,5
20210101,2021010128,101,110356,111,2
20210101,2021010128,101,110520,193,5
20210101,2021010128,101,110268,221,5
20210101,2021010128,101,110522,192,5
20210101,2021010128,101,110523,263,5
20210101,2021010128,101,110382,648,3
20210101,2021010128,101,110380,753,3
20210101,2021010128,101,110197,281,2
20210101,2021010128,101,110400,2375,10
20210101,2021010128,101,110202,347,2
20210101,2021010128,101,110436,789,3
20210101,2021010128,101,110391,1432,5
20210101,2021010128,101,110305,529,2
20210101,2021010128,101,110392,1128,3
20210101,2021010128,101,110378,863,4
20210101,2021010128,101,110377,425,2
20210101,2021010128,101,110198,453,4
20210101,2021010128,101,110189,450,2
20210101,2021010128,101,110250,356,2
20210101,2021010128,101,110192,144,1
20210101,2021010128,101,110568,335,2
20210101,2021010128,101,110449,110,3
20210101,2021010128,101,110267,390,3
20210101,2021010128,101,110381,324,2
20210101,2021010128,101,110597,192,2
20210101,2021010128,101,110573,72,3
20210101,2021010128,101,110264,883,8
20210101,2021010128,101,110266,286,1
20210101,2021010128,101,110251,573,4
20210101,2021010128,101,110379,938,5
20210101,2021010128,101,110557,411,2
20210101,2021010128,101,110373,771,3
20210101,2021010128,101,110372,295,2
20210101,2021010128,101,110588,964,3
20210101,2021010128,101,110598,262,3
20210101,2021010128,101,110188,295,2
20210101,2021010128,101,110502,78,4
20210101,2021010128,101,110203,140,1
20210101,2021010128,101,110527,230,5
20210101,2021010128,101,110528,202,5
20210101,2021010128,101,110530,231,5
20210101,2021010128,101,110529,203,5
20210101,2021010128,101,110405,229,4
20210101,2021010129,101,110935,369,36
20210101,2021010129,101,110921,57,12
20210101,2021010129,101,111235,87,12
20210101,2021010129,101,111163,105,12
20210101,2021010129,101,110923,107,12
20210101,2021010129,101,111172,96,12
20210101,2021010129,101,111003,72,12
20210101,2021010129,101,110941,101,12
20210101,2021010129,101,111281,231,3
20210101,2021010129,101,111143,52,10
20210101,2021010129,101,110940,269,24
20210101,2021010129,101,111139,54,10
20210101,2021010129,101,110938,1532,168
20210101,2021010129,101,111129,167,12
20210101,2021010129,101,111141,83,10
20210101,2021010129,101,110939,219,12
20210101,2021010129,101,110937,361,60
20210101,2021010129,101,111144,63,10
20210101,2021010129,101,111242,142,12
20210101,2021010129,101,111126,83,12
20210101,2021010129,101,110933,163,12
20210101,2021010129,101,110942,113,12
20210101,2021010129,101,110984,179,12
20210101,2021010129,101,110943,108,12
20210101,2021010129,101,110919,126,10
20210101,2021010129,101,110931,184,12
20210101,2021010129,101,110996,221,12
20210101,2021010129,101,111267,155,10
20210101,2021010129,101,110932,195,8
20210101,2021010129,101,111271,45,4
20210101,2021010129,101,110929,297,8
20210101,2021010129,101,111056,76,4
20210101,2021010129,101,111156,76,4
20210101,2021010129,101,111155,178,16
20210101,2021010129,101,110925,95,6
20210101,2021010130,101,108411,2582,30
20210101,2021010131,101,109138,1280,12
20210101,2021010132,101,107563,1953,24
20210101,2021010132,101,103045,535,6
20210101,2021010132,101,103821,981,24
20210101,2021010132,101,106249,1041,20
20210101,2021010132,101,106601,782,24
20210101,2021010132,101,103859,1564,48
20210101,2021010132,101,106491,648,9
20210101,2021010132,101,109201,711,20
20210101,2021010132,101,107162,1092,24
20210101,2021010132,101,100453,3729,48
20210101,2021010132,101,107163,2310,48
20210101,2021010133,Z79,100963,427,2
20210101,2021010133,Z79,101003,549,6
20210101,2021010133,Z79,101597,102,1
20210101,2021010133,Z79,101599,120,1
20210101,2021010133,Z79,101789,90,2
20210101,2021010133,Z79,102137,40,1
20210101,2021010133,Z79,102337,159,1
20210101,2021010133,Z79,102763,100,1
20210101,2021010133,Z79,102767,63,1
20210101,2021010133,Z79,102774,128,3
20210101,2021010133,Z79,104234,84,1
20210101,2021010133,Z79,104490,146,2
20210101,2021010133,Z79,105472,90,1
20210101,2021010133,Z79,105737,104,1
20210101,2021010133,Z79,105743,104,1
20210101,2021010133,Z79,106613,127,1
20210101,2021010133,Z79,106614,114,1
20210101,2021010134,Z79,100356,80,1
20210101,2021010135,Z12,104459,0,1
20210101,2021010135,Z12,104469,0,2
20210101,2021010136,Z79,103734,930,6
20210101,2021010136,Z79,106046,1034,15
20210101,2021010136,Z79,101352,53,1
20210101,2021010136,Z79,109609,556,6
20210101,2021010136,Z79,109387,80,1
20210101,2021010136,Z79,104459,93,1
20210101,2021010136,Z79,104820,127,1
20210101,2021010136,Z79,104932,216,1
20210101,2021010136,Z79,105945,142,2
20210101,2021010136,Z79,106557,47,1
20210101,2021010136,Z79,101086,287,3
20210101,2021010136,Z79,101987,57,1
20210101,2021010136,Z79,105337,672,3
20210101,2021010136,Z79,108924,125,1
20210101,2021010136,Z79,105446,132,1
20210101,2021010136,Z79,103412,187,1
20210101,2021010136,Z79,105322,370,1
20210101,2021010136,Z79,105324,3598,7
20210101,2021010136,Z79,102865,1830,4
20210101,2021010136,Z79,102604,182,1
20210101,2021010136,Z79,108183,254,2
20210101,2021010136,Z79,102401,322,1
20210101,2021010136,Z79,107011,406,2
20210101,2021010136,Z79,109433,704,2
20210101,2021010136,Z79,109434,1051,3
20210101,2021010136,Z79,101117,528,1
20210101,2021010136,Z79,104469,486,5
20210101,2021010136,Z79,106746,206,3
20210101,2021010137,Z18,106264,0,2
20210101,2021010137,Z18,105888,0,8
20210101,2021010138,Z12,109818,0,1
20210101,2021010139,Z79,107281,25,1
20210101,2021010139,Z79,100858,135,2
20210101,2021010139,Z79,105702,34,1
20210101,2021010139,Z79,108600,222,3
20210101,2021010139,Z79,102718,84,3
20210101,2021010139,Z79,102719,28,1
20210101,2021010139,Z79,102631,71,2
20210101,2021010139,Z79,107116,518,10
20210101,2021010139,Z79,107633,51,2
20210101,2021010139,Z79,107098,87,2
20210101,2021010139,Z79,109557,16,1
20210101,2021010139,Z79,105668,207,4
20210101,2021010139,Z79,105695,414,8
20210101,2021010139,Z79,105694,838,16
20210101,2021010139,Z79,105700,896,17
20210101,2021010139,Z79,109817,68,2
20210101,2021010139,Z79,109818,150,4
20210101,2021010139,Z79,103244,61,1
20210101,2021010139,Z79,104043,334,6
20210101,2021010139,Z79,104272,78,1
20210101,2021010139,Z79,103154,117,2
20210101,2021010139,Z79,107318,67,2
20210101,2021010139,Z79,106030,196,3
20210101,2021010139,Z79,104633,55,1
20210101,2021010139,Z79,103828,20,1
20210101,2021010139,Z79,106873,42,1
20210101,2021010139,Z79,107637,153,4
20210101,2021010139,Z79,104273,42,1
20210101,2021010139,Z79,103140,68,1
20210101,2021010139,Z79,107492,35,1
20210101,2021010139,Z79,107636,129,2
20210101,2021010139,Z79,103468,174,3
20210101,2021010139,Z79,106547,86,2
20210101,2021010139,Z79,102849,288,2
20210101,2021010139,Z79,104188,36,1
20210101,2021010139,Z79,102979,52,1
20210101,2021010139,Z79,101450,78,1
20210101,2021010139,Z79,105703,59,1
20210101,2021010139,Z79,104531,67,1
20210101,2021010139,Z79,100089,83,1
20210101,2021010139,Z79,104106,68,1
20210101,2021010140,Z79,106597,71,3
20210101,2021010140,Z79,102481,20,1
20210101,2021010140,Z79,104514,16,1
20210101,2021010140,Z79,104179,83,3
20210101,2021010140,Z79,102674,18,1
20210101,2021010140,Z79,102588,87,3
20210101,2021010140,Z79,104093,324,12
20210101,2021010140,Z79,102730,77,2
20210101,2021010140,Z79,101934,68,2
20210101,2021010140,Z79,106072,96,3
20210101,2021010140,Z79,108215,34,1
20210101,2021010140,Z79,108854,343,10
20210101,2021010140,Z79,102326,127,4
20210101,2021010140,Z79,107534,19,1
20210101,2021010140,Z79,104592,83,3
20210101,2021010140,Z79,106976,27,1
20210101,2021010140,Z79,102816,25,1
20210101,2021010140,Z79,104714,55,2
20210101,2021010140,Z79,102818,37,1
20210101,2021010140,Z79,102482,34,1
20210101,2021010140,Z79,109254,28,1
20210101,2021010140,Z79,104864,147,5
20210101,2021010140,Z79,104251,26,1
20210101,2021010140,Z79,104865,315,7
20210101,2021010140,Z79,102589,76,4
20210101,2021010140,Z79,104250,48,2
20210101,2021010140,Z79,103252,42,1
20210101,2021010141,647,103098,42793,215
20210101,2021010142,910,100119,590,10
20210101,2021010142,910,101003,549,6
20210101,2021010142,910,101330,1106,10
20210101,2021010142,910,101339,600,10
20210101,2021010142,910,101900,852,15
20210101,2021010142,910,102769,1026,24
20210101,2021010142,910,107363,1279,15
20210101,2021010142,910,100886,654,15
20210101,2021010143,910,102042,852,4
20210101,2021010144,601,101131,649,18
20210101,2021010144,601,103639,383,15
20210101,2021010145,Z12,102770,0,5
20210101,2021010146,910,102770,401,5
20210101,2021010147,201,111310,14427,144
20210101,2021010147,201,111316,1489,5
20210101,2021010147,201,111317,316,1
20210101,2021010147,201,111318,30824,336
20210101,2021010148,Z79,108071,84,1
20210101,2021010148,Z79,110297,39,1
20210101,2021010148,Z79,110273,70,2
20210101,2021010148,Z79,110275,44,2
20210101,2021010148,Z79,110262,31,2
20210101,2021010148,Z79,110274,29,1
20210101,2021010148,Z79,110495,75,1
20210101,2021010148,Z79,110497,137,2
20210101,2021010148,Z79,110460,35,1
20210101,2021010148,Z79,110461,42,1
20210101,2021010148,Z79,104442,134,1
20210101,2021010148,Z79,101827,81,1
20210101,2021010148,Z79,110568,168,1
20210101,2021010149,201,111300,21815,25
20210101,2021010149,201,111311,5180,60
20210101,2021010149,201,111312,4450,4
20210101,2021010149,201,111313,32981,160
20210101,2021010149,201,111315,5539,18
20210101,2021010149,201,111319,1312,12
20210101,2021010150,101,100058,260,8
20210101,2021010150,101,100567,172,6
20210101,2021010150,101,100882,1935,19
20210101,2021010150,101,104726,390,4
20210101,2021010150,101,106346,1119,18
20210101,2021010150,101,107360,221,6
20210101,2021010150,101,109579,240,6
20210101,2021010151,Z71,105649,658,18
20210101,2021010151,Z71,105650,658,18
20210101,2021010151,Z71,106344,1519,18
20210101,2021010151,Z71,107359,221,6
20210101,2021010151,Z71,100570,248,8
20210101,2021010152,Z18,107202,0,8
20210101,2021010152,Z18,105647,0,18
20210101,2021010152,Z18,105648,0,24
20210101,2021010152,Z18,109408,0,2
20210101,2021010152,Z18,109406,0,2
20210101,2021010152,Z18,109409,0,2
20210101,2021010152,Z18,109405,0,2
20210101,2021010152,Z18,108424,0,18
20210101,2021010152,Z18,105562,0,18
20210101,2021010152,Z18,100566,0,6
20210101,2021010152,Z18,106418,0,64
20210101,2021010152,Z18,105048,0,2
20210101,2021010152,Z18,107830,0,4
20210101,2021010152,Z18,105742,0,3
20210101,2021010152,Z18,105944,0,2
20210101,2021010152,Z18,105472,0,2
20210101,2021010153,101,101044,1216,20
20210101,2021010153,101,100987,1009,10
20210101,2021010153,101,100989,1009,10
20210101,2021010153,101,101043,1824,30
20210101,2021010153,101,109653,1460,10
20210101,2021010154,101,105929,477,25
20210101,2021010154,101,103630,550,30
20210101,2021010154,101,103097,477,12
20210101,2021010154,101,102299,663,12
20210101,2021010155,101,100892,1092,22
20210101,2021010155,101,101069,1116,12
20210101,2021010155,101,102805,3561,60
20210101,2021010155,101,104789,1998,25
20210101,2021010155,101,107206,1194,60
20210101,2021010156,101,108569,375,10
20210101,2021010156,101,108574,300,10
20210101,2021010156,101,108576,473,12
20210101,2021010157,101,109172,1085,24
20210101,2021010157,101,109170,2433,72
20210101,2021010158,101,101034,355,16
20210101,2021010158,101,100392,1390,60
20210101,2021010158,101,100367,463,20
20210101,2021010158,101,100368,534,20
20210101,2021010158,101,100468,1119,20
20210101,2021010158,101,101754,374,15
20210101,2021010158,101,103720,428,12
20210101,2021010158,101,100543,391,30
20210101,2021010158,101,100542,391,30
20210101,2021010158,101,100546,186,10
20210101,2021010158,101,107878,1064,12
20210101,2021010158,101,107880,557,5
20210101,2021010158,101,107876,532,6
20210101,2021010158,101,107709,979,12
20210101,2021010158,101,108479,704,8
20210101,2021010158,101,107708,908,12
20210101,2021010158,101,101519,1287,16
20210101,2021010158,101,103089,710,51
20210101,2021010158,101,104343,706,8
20210101,2021010158,101,106276,558,34
20210101,2021010158,101,109222,1512,10
20210101,2021010158,101,104587,1607,8
20210101,2021010158,101,104589,10362,40
20210101,2021010158,101,101862,3127,8
20210101,2021010158,101,102974,1302,12
20210101,2021010158,101,100890,1260,12
20210101,2021010158,101,102424,1536,12
20210101,2021010158,101,104483,1657,36
20210101,2021010158,101,100973,914,30
20210101,2021010158,101,109357,3639,40
20210101,2021010158,101,109358,1819,20
20210101,2021010158,101,100881,1800,72
20210101,2021010158,101,109271,898,21
20210101,2021010158,101,102564,923,22
20210101,2021010158,101,109275,1996,40
20210101,2021010158,101,108413,2963,45
20210101,2021010158,101,106410,987,15
20210101,2021010158,101,104354,1657,36
20210101,2021010158,101,102246,1125,20
20210101,2021010158,101,102647,1125,20
20210101,2021010158,101,107069,1031,9
20210101,2021010158,101,103567,1357,9
20210101,2021010158,101,108982,900,12
20210101,2021010158,101,108983,900,12
20210101,2021010158,101,104398,1883,12
20210101,2021010158,101,100704,1829,60
20210101,2021010159,101,105321,751,12
20210101,2021010159,101,108776,533,8
20210101,2021010159,101,104794,1241,21
20210101,2021010159,101,108778,1012,8
20210101,2021010159,101,103359,543,15
20210101,2021010159,101,100028,4194,60
20210101,2021010160,101,104532,248,12
20210101,2021010160,101,104533,160,6
20210101,2021010161,101,101255,1843,7
20210101,2021010161,101,106266,841,6
20210101,2021010161,101,102868,931,6
20210101,2021010161,101,101441,931,6
20210101,2021010161,101,108520,677,6
20210101,2021010161,101,104265,1491,6
20210101,2021010161,101,103899,3713,12
20210101,2021010161,101,101004,2409,12
20210101,2021010162,101,100788,1305,60
20210101,2021010162,101,100789,969,15
20210101,2021010163,101,102961,1237,36
20210101,2021010163,101,102753,588,12
20210101,2021010163,101,100540,433,6
20210101,2021010163,101,105152,2045,12
20210101,2021010163,101,106911,645,8
20210101,2021010164,101,101909,1013,40
