DATA,DOCUMENTS,TYPE MOVEMENT,ITEM NUMBER,SUM,AMOUNT
20210101,20210101174,251,104081,34,1
20210101,20210101174,251,104088,62,1
20210101,20210101174,251,104089,74,1
20210101,20210101174,251,104106,408,6
20210101,20210101174,251,104107,321,2
20210101,20210101174,251,104108,53,1
20210101,20210101174,251,104111,143,1
20210101,20210101174,251,104115,83,5
20210101,20210101174,251,104116,32,2
20210101,20210101174,251,104117,42,1
20210101,20210101174,251,104120,55,1
20210101,20210101174,251,104121,116,2
20210101,20210101174,251,104126,471,10
20210101,20210101174,251,104129,67,1
20210101,20210101174,251,104131,73,1
20210101,20210101174,251,104132,43,2
20210101,20210101174,251,104133,58,1
20210101,20210101174,251,104135,142,1
20210101,20210101174,251,104137,437,11
20210101,20210101174,251,104138,231,3
20210101,20210101174,251,104148,80,1
20210101,20210101174,251,104170,35,1
20210101,20210101174,251,104171,28,1
20210101,20210101174,251,104172,220,5
20210101,20210101174,251,104173,132,3
20210101,20210101174,251,104175,259,2
20210101,20210101174,251,104180,64,2
20210101,20210101174,251,104186,316,1
20210101,20210101174,251,104188,257,7
20210101,20210101174,251,104190,222,1
20210101,20210101174,251,104197,5290,7
20210101,20210101174,251,104201,50,1
20210101,20210101174,251,104204,347,1
20210101,20210101174,251,104206,131,1
20210101,20210101174,251,104213,274,2
20210101,20210101174,251,104222,38,2
20210101,20210101174,251,104223,56,4
20210101,20210101174,251,104226,83,2
20210101,20210101174,251,104228,223,3
20210101,20210101174,251,104233,316,5
20210101,20210101174,251,104234,374,5
20210101,20210101174,251,104235,83,1
20210101,20210101174,251,104236,207,3
20210101,20210101174,251,104240,106,2
20210101,20210101174,251,104248,173,6
20210101,20210101174,251,104249,316,13
20210101,20210101174,251,104250,146,6
20210101,20210101174,251,104251,181,7
20210101,20210101174,251,104264,225,1
20210101,20210101174,251,104268,199,1
20210101,20210101174,251,104271,26,1
20210101,20210101174,251,104276,134,4
20210101,20210101174,251,104277,166,1
20210101,20210101174,251,104279,125,1
20210101,20210101174,251,104282,381,3
20210101,20210101174,251,104283,62,1
20210101,20210101174,251,104285,335,1
20210101,20210101174,251,104293,168,2
20210101,20210101174,251,104296,34,1
20210101,20210101174,251,104297,5,1
20210101,20210101174,251,104298,401,13
20210101,20210101174,251,104299,94,3
20210101,20210101174,251,104302,96,3
20210101,20210101174,251,104304,170,1
20210101,20210101174,251,104308,87,1
20210101,20210101174,251,104309,93,1
20210101,20210101174,251,104310,656,7
20210101,20210101174,251,104311,192,2
20210101,20210101174,251,104315,51,1
20210101,20210101174,251,104316,221,1
20210101,20210101174,251,104320,108,1
20210101,20210101174,251,104322,65,4
20210101,20210101174,251,104323,184,4
20210101,20210101174,251,104325,34,1
20210101,20210101174,251,104327,199,1
20210101,20210101174,251,104328,224,2
20210101,20210101174,251,104332,30,1
20210101,20210101174,251,104333,31,1
20210101,20210101174,251,104335,42,2
20210101,20210101174,251,104340,98,1
20210101,20210101174,251,104341,229,2
20210101,20210101174,251,104342,339,3
20210101,20210101174,251,104347,75,2
20210101,20210101174,251,104352,185,5
20210101,20210101174,251,104354,47,1
20210101,20210101174,251,104356,33,1
20210101,20210101174,251,104357,66,2
20210101,20210101174,251,104359,21,1
20210101,20210101174,251,104360,133,9
20210101,20210101174,251,104365,190,1
20210101,20210101174,251,104374,20,1
20210101,20210101174,251,104375,221,3
20210101,20210101174,251,104376,221,3
20210101,20210101174,251,104380,61,3
20210101,20210101174,251,104381,2047,31
20210101,20210101174,251,104384,53,1
20210101,20210101174,251,104390,55,2
20210101,20210101174,251,104396,141,1
20210101,20210101174,251,104397,94,1
20210101,20210101174,251,104399,427,3
20210101,20210101174,251,104404,432,13
20210101,20210101174,251,104405,192,3
20210101,20210101174,251,104406,298,5
20210101,20210101174,251,104407,123,2
20210101,20210101174,251,104414,164,3
20210101,20210101174,251,104415,62,4
20210101,20210101174,251,104416,123,8
20210101,20210101174,251,104418,615,5
20210101,20210101174,251,104431,15,1
20210101,20210101174,251,104432,300,2
20210101,20210101174,251,104434,253,2
20210101,20210101174,251,104436,173,1
20210101,20210101174,251,104438,417,6
20210101,20210101174,251,104440,85,1
20210101,20210101174,251,104447,255,1
20210101,20210101174,251,104450,31,1
20210101,20210101174,251,104453,120,1
20210101,20210101174,251,104454,66,1
20210101,20210101174,251,104455,87,2
20210101,20210101174,251,104457,228,5
20210101,20210101174,251,104458,66,2
20210101,20210101174,251,104462,161,1
20210101,20210101174,251,104463,161,1
20210101,20210101174,251,104465,137,2
20210101,20210101174,251,104466,330,1
20210101,20210101174,251,104467,117,3
20210101,20210101174,251,104468,64,1
20210101,20210101174,251,104470,48,1
20210101,20210101174,251,104482,93,5
20210101,20210101174,251,104483,134,3
20210101,20210101174,251,104488,42,1
20210101,20210101174,251,104491,82,1
20210101,20210101174,251,104495,126,1
20210101,20210101174,251,104496,80,1
20210101,20210101174,251,104497,108,1
20210101,20210101174,251,104512,121,1
20210101,20210101174,251,104515,45,1
20210101,20210101174,251,104519,58,1
20210101,20210101174,251,104520,499,1
20210101,20210101174,251,104526,84,2
20210101,20210101174,251,104528,151,2
20210101,20210101174,251,104529,75,1
20210101,20210101174,251,104531,336,5
20210101,20210101174,251,104532,20,1
20210101,20210101174,251,104534,20,1
20210101,20210101174,251,104537,38,1
20210101,20210101174,251,104543,197,1
20210101,20210101174,251,104544,275,2
20210101,20210101174,251,104545,44,1
20210101,20210101174,251,104546,190,2
20210101,20210101174,251,104548,843,17
20210101,20210101174,251,104551,128,4
20210101,20210101174,251,104552,96,3
20210101,20210101174,251,104555,305,1
20210101,20210101174,251,104558,190,7
20210101,20210101174,251,104560,85,1
20210101,20210101174,251,104564,480,8
20210101,20210101174,251,104565,428,3
20210101,20210101174,251,104568,43,1
20210101,20210101174,251,104571,175,5
20210101,20210101174,251,104572,725,10
20210101,20210101174,251,104574,55,1
20210101,20210101174,251,104581,195,1
20210101,20210101174,251,104584,53,1
20210101,20210101174,251,104585,91,7
20210101,20210101174,251,104588,119,1
20210101,20210101174,251,104589,257,1
20210101,20210101174,251,104593,77,1
20210101,20210101174,251,104597,90,2
20210101,20210101174,251,104601,77,1
20210101,20210101174,251,104602,88,1
20210101,20210101174,251,104604,104,1
20210101,20210101174,251,104606,140,2
20210101,20210101174,251,104609,75,1
20210101,20210101174,251,104618,203,1
20210101,20210101174,251,104619,57,1
20210101,20210101174,251,104624,114,1
20210101,20210101174,251,104627,42,1
20210101,20210101174,251,104633,112,2
20210101,20210101174,251,104634,73,2
20210101,20210101174,251,104635,51,2
20210101,20210101174,251,104637,25,1
20210101,20210101174,251,104638,25,1
20210101,20210101174,251,104642,40,1
20210101,20210101174,251,104655,95,3
20210101,20210101174,251,104656,31,1
20210101,20210101174,251,104657,31,1
20210101,20210101174,251,104658,179,1
20210101,20210101174,251,104662,82,2
20210101,20210101174,251,104663,41,1
20210101,20210101174,251,104668,30,1
20210101,20210101174,251,104670,32,1
20210101,20210101174,251,104673,82,1
20210101,20210101174,251,104675,182,8
20210101,20210101174,251,104679,64,1
20210101,20210101174,251,104680,163,2
20210101,20210101174,251,104684,60,1
20210101,20210101174,251,104692,60,1
20210101,20210101174,251,104693,90,1
20210101,20210101174,251,104694,75,1
20210101,20210101174,251,104696,50,1
20210101,20210101174,251,104712,125,1
20210101,20210101174,251,104715,56,1
20210101,20210101174,251,104717,170,5
20210101,20210101174,251,104719,33,1
20210101,20210101174,251,104720,136,4
20210101,20210101174,251,104726,97,1
20210101,20210101174,251,104728,148,2
20210101,20210101174,251,104729,236,8
20210101,20210101174,251,104730,63,2
20210101,20210101174,251,104733,92,1
20210101,20210101174,251,104737,189,5
20210101,20210101174,251,104745,149,3
20210101,20210101174,251,104747,76,3
20210101,20210101174,251,104753,287,3
20210101,20210101174,251,104754,383,4
20210101,20210101174,251,104755,95,1
20210101,20210101174,251,104757,404,5
20210101,20210101174,251,104759,82,1
20210101,20210101174,251,104760,171,2
20210101,20210101174,251,104761,69,1
20210101,20210101174,251,104765,160,1
20210101,20210101174,251,104767,194,1
20210101,20210101174,251,104768,225,1
20210101,20210101174,251,104770,122,2
20210101,20210101174,251,104772,163,5
20210101,20210101174,251,104773,92,1
20210101,20210101174,251,104775,144,3
20210101,20210101174,251,104776,297,7
20210101,20210101174,251,104777,500,8
20210101,20210101174,251,104778,395,6
20210101,20210101174,251,104780,45,2
20210101,20210101174,251,104783,317,1
20210101,20210101174,251,104784,87,1
20210101,20210101174,251,104790,47,1
20210101,20210101174,251,104801,66,3
20210101,20210101174,251,104802,43,1
20210101,20210101174,251,104804,3768,3
20210101,20210101174,251,104806,89,1
20210101,20210101174,251,104808,58,1
20210101,20210101174,251,104819,61,1
20210101,20210101174,251,104826,99,1
20210101,20210101174,251,104827,139,1
20210101,20210101174,251,104828,218,1
20210101,20210101174,251,104834,69,1
20210101,20210101174,251,104838,253,2
20210101,20210101174,251,104839,15,1
20210101,20210101174,251,104844,181,1
20210101,20210101174,251,104846,338,3
20210101,20210101174,251,104848,795,7
20210101,20210101174,251,104849,275,2
20210101,20210101174,251,104850,830,6
20210101,20210101174,251,104851,143,1
20210101,20210101174,251,104852,804,6
20210101,20210101174,251,104853,412,4
20210101,20210101174,251,104854,336,2
20210101,20210101174,251,104856,32,1
20210101,20210101174,251,104857,46,1
20210101,20210101174,251,104861,20,1
20210101,20210101174,251,104863,34,1
20210101,20210101174,251,104867,98,1
20210101,20210101174,251,104869,105,1
20210101,20210101174,251,104874,322,5
20210101,20210101174,251,104878,62,3
20210101,20210101174,251,104882,155,2
20210101,20210101174,251,104887,205,1
20210101,20210101174,251,104892,90,1
20210101,20210101174,251,104893,137,1
20210101,20210101174,251,104895,22,1
20210101,20210101174,251,104896,22,1
20210101,20210101174,251,104901,41,1
20210101,20210101174,251,104903,93,1
20210101,20210101174,251,104905,73,1
20210101,20210101174,251,104906,90,1
20210101,20210101174,251,104908,241,5
20210101,20210101174,251,104912,45,1
20210101,20210101174,251,104915,309,16
20210101,20210101174,251,104921,81,1
20210101,20210101174,251,104923,68,1
20210101,20210101174,251,104933,197,1
20210101,20210101174,251,104934,354,1
20210101,20210101174,251,104937,204,1
20210101,20210101174,251,104941,190,6
20210101,20210101174,251,104944,118,1
20210101,20210101174,251,104946,186,1
20210101,20210101174,251,104950,22,1
20210101,20210101174,251,104951,1039,7
20210101,20210101174,251,104952,448,1
20210101,20210101174,251,104953,65,1
20210101,20210101174,251,104955,42,2
20210101,20210101174,251,104958,40,3
20210101,20210101174,251,104959,15,1
20210101,20210101174,251,104966,23,1
20210101,20210101174,251,104968,28,1
20210101,20210101174,251,104972,24,1
20210101,20210101174,251,104973,56,1
20210101,20210101174,251,104974,48,1
20210101,20210101174,251,104976,7,1
20210101,20210101174,251,104979,48,1
20210101,20210101174,251,104981,16,1
20210101,20210101174,251,104984,35,2
20210101,20210101174,251,104985,26,1
20210101,20210101174,251,104987,35,2
20210101,20210101174,251,104992,136,1
20210101,20210101174,251,104995,24,1
20210101,20210101174,251,104996,24,1
20210101,20210101174,251,104997,86,1
20210101,20210101174,251,105011,80,1
20210101,20210101174,251,105014,82,1
20210101,20210101174,251,105018,98,1
20210101,20210101174,251,105021,45,1
20210101,20210101174,251,105024,148,1
20210101,20210101174,251,105025,105,1
20210101,20210101174,251,105026,54,1
20210101,20210101174,251,105030,13,1
20210101,20210101174,251,105038,43,1
20210101,20210101174,251,105040,48,1
20210101,20210101174,251,105041,88,1
20210101,20210101174,251,105042,88,1
20210101,20210101174,251,105043,87,1
20210101,20210101174,251,105053,34,1
20210101,20210101174,251,105057,110,1
20210101,20210101174,251,105088,28,1
20210101,20210101174,251,105095,28,2
20210101,20210101174,251,105097,20,1
20210101,20210101174,251,105098,43,1
20210101,20210101174,251,105100,51,1
20210101,20210101174,251,105102,21,1
20210101,20210101174,251,105104,54,3
20210101,20210101174,251,105111,65,2
20210101,20210101174,251,105116,37,1
20210101,20210101174,251,105126,28,2
20210101,20210101174,251,105133,311,1
20210101,20210101174,251,105137,21,1
20210101,20210101174,251,105139,187,4
20210101,20210101174,251,105141,21,1
20210101,20210101174,251,105142,32,1
20210101,20210101174,251,105143,65,2
20210101,20210101174,251,105144,65,2
20210101,20210101174,251,105145,42,1
20210101,20210101174,251,105147,127,3
20210101,20210101174,251,105160,99,1
20210101,20210101174,251,105170,75,1
20210101,20210101174,251,105176,44,1
20210101,20210101174,251,105177,45,1
20210101,20210101174,251,105180,77,1
20210101,20210101174,251,105194,6,1
20210101,20210101174,251,105205,36,3
20210101,20210101174,251,105220,33,1
20210101,20210101174,251,105224,30,2
20210101,20210101174,251,105226,41,1
20210101,20210101174,251,105227,120,1
20210101,20210101174,251,105236,191,1
20210101,20210101174,251,105251,77,1
20210101,20210101174,251,105255,16,1
20210101,20210101174,251,105259,75,1
20210101,20210101174,251,105263,64,3
20210101,20210101174,251,105266,263,1
20210101,20210101174,251,105267,294,1
20210101,20210101174,251,105268,68,1
20210101,20210101174,251,105278,91,4
20210101,20210101174,251,105287,1210,8
20210101,20210101174,251,105293,96,1
20210101,20210101174,251,105295,94,3
20210101,20210101174,251,105296,30,1
20210101,20210101174,251,105297,122,3
20210101,20210101174,251,105303,92,3
20210101,20210101174,251,105304,169,5
20210101,20210101174,251,105310,100,1
20210101,20210101174,251,105318,107,1
20210101,20210101174,251,105319,229,6
20210101,20210101174,251,105325,67,3
20210101,20210101174,251,105327,175,3
20210101,20210101174,251,105329,37,3
20210101,20210101174,251,105332,66,1
20210101,20210101174,251,105334,62,1
20210101,20210101174,251,105346,396,1
20210101,20210101174,251,105350,190,2
20210101,20210101174,251,105351,62,1
20210101,20210101174,251,105353,199,3
20210101,20210101174,251,105356,73,1
20210101,20210101174,251,105358,282,4
20210101,20210101174,251,105360,83,1
20210101,20210101174,251,105361,38,1
20210101,20210101174,251,105362,48,2
20210101,20210101174,251,105363,74,1
20210101,20210101174,251,105366,143,2
20210101,20210101174,251,105380,93,3
20210101,20210101174,251,105381,941,1
20210101,20210101174,251,105382,405,6
20210101,20210101174,251,105384,65,2
20210101,20210101174,251,105385,644,8
20210101,20210101174,251,105386,250,5
20210101,20210101174,251,105389,105,3
20210101,20210101174,251,105391,56,1
20210101,20210101174,251,105394,220,6
20210101,20210101174,251,105395,156,5
20210101,20210101174,251,105396,36,1
20210101,20210101174,251,105397,227,4
20210101,20210101174,251,105402,43,1
20210101,20210101174,251,105407,239,3
20210101,20210101174,251,105414,20,1
20210101,20210101174,251,105415,268,3
20210101,20210101174,251,105419,74,1
20210101,20210101174,251,105420,95,2
20210101,20210101174,251,105423,47,1
20210101,20210101174,251,105431,100,2
20210101,20210101174,251,105435,138,2
20210101,20210101174,251,105437,230,3
20210101,20210101174,251,105438,106,1
20210101,20210101174,251,105440,124,1
20210101,20210101174,251,105443,67,1
20210101,20210101174,251,105446,396,3
20210101,20210101174,251,105449,203,4
20210101,20210101174,251,105450,139,3
20210101,20210101174,251,105452,81,1
20210101,20210101174,251,105453,114,3
20210101,20210101174,251,105456,36,1
20210101,20210101174,251,105457,125,1
20210101,20210101174,251,105459,46,2
20210101,20210101174,251,105465,337,2
20210101,20210101174,251,105468,426,3
20210101,20210101174,251,105469,309,2
20210101,20210101174,251,105471,328,9
20210101,20210101174,251,105472,181,2
20210101,20210101174,251,105475,162,1
20210101,20210101174,251,105478,48,1
20210101,20210101174,251,105485,45,1
20210101,20210101174,251,105488,75,2
20210101,20210101174,251,105490,66,2
20210101,20210101175,251,105497,1977,8
20210101,20210101175,251,105503,33,1
20210101,20210101176,251,108433,48,2
20210101,20210101176,251,108435,35,2
20210101,20210101176,251,108436,147,8
20210101,20210101176,251,108441,140,2
20210101,20210101176,251,108444,348,2
20210101,20210101176,251,108448,18,1
20210101,20210101176,251,108449,92,5
20210101,20210101176,251,108451,55,3
20210101,20210101176,251,108452,72,4
20210101,20210101176,251,108453,36,2
20210101,20210101176,251,108454,20,1
20210101,20210101176,251,108464,73,1
20210101,20210101176,251,108465,270,2
20210101,20210101176,251,108473,39,2
20210101,20210101176,251,108476,88,1
20210101,20210101176,251,108482,437,1
20210101,20210101176,251,108489,181,4
20210101,20210101176,251,108490,270,9
20210101,20210101176,251,108493,63,1
20210101,20210101176,251,108497,39,1
20210101,20210101176,251,108498,89,5
20210101,20210101176,251,108499,89,5
20210101,20210101176,251,108500,106,6
20210101,20210101176,251,108516,248,4
20210101,20210101176,251,108517,129,2
20210101,20210101176,251,108526,127,2
20210101,20210101176,251,108531,103,2
20210101,20210101176,251,108535,82,1
20210101,20210101176,251,108538,250,1
20210101,20210101176,251,108545,37,1
20210101,20210101176,251,108546,498,2
20210101,20210101176,251,108552,51,1
20210101,20210101176,251,108564,88,1
20210101,20210101176,251,108568,48,1
20210101,20210101176,251,108572,101,2
20210101,20210101176,251,108573,39,1
20210101,20210101176,251,108579,224,2
20210101,20210101176,251,108583,393,1
20210101,20210101176,251,108588,1903,13
20210101,20210101176,251,108592,501,6
20210101,20210101176,251,108597,129,2
20210101,20210101176,251,108598,116,2
20210101,20210101176,251,108603,494,3
20210101,20210101176,251,108604,646,1
20210101,20210101176,251,108608,115,3
20210101,20210101176,251,108609,188,5
20210101,20210101176,251,108611,105,3
20210101,20210101176,251,108613,955,1
20210101,20210101176,251,108619,45,1
20210101,20210101176,251,108620,183,4
20210101,20210101176,251,108627,457,2
20210101,20210101176,251,108630,17,1
20210101,20210101176,251,108632,15,1
20210101,20210101176,251,108634,45,1
20210101,20210101176,251,108636,413,1
20210101,20210101176,251,108637,238,1
20210101,20210101176,251,108638,139,2
20210101,20210101176,251,108639,79,1
20210101,20210101176,251,108641,74,1
20210101,20210101176,251,108642,148,1
20210101,20210101176,251,108643,16,1
20210101,20210101176,251,108673,251,3
20210101,20210101176,251,108677,137,4
20210101,20210101176,251,108682,101,1
20210101,20210101176,251,108695,45,1
20210101,20210101176,251,108702,127,1
20210101,20210101176,251,108705,157,2
20210101,20210101176,251,108708,542,7
20210101,20210101176,251,108715,70,1
20210101,20210101176,251,108716,71,1
20210101,20210101176,251,108717,101,1
20210101,20210101176,251,108718,215,2
20210101,20210101176,251,108719,382,3
20210101,20210101176,251,108723,789,21
20210101,20210101176,251,108724,200,8
20210101,20210101176,251,108725,284,3
20210101,20210101176,251,108726,87,3
20210101,20210101176,251,108732,359,1
20210101,20210101176,251,108736,118,1
20210101,20210101176,251,108742,31,1
20210101,20210101176,251,108743,19,1
20210101,20210101176,251,108746,62,1
20210101,20210101176,251,108747,62,1
20210101,20210101176,251,108751,277,2
20210101,20210101176,251,108763,156,2
20210101,20210101176,251,108767,170,1
20210101,20210101176,251,108769,282,2
20210101,20210101176,251,108774,45,1
20210101,20210101176,251,108786,60,2
20210101,20210101176,251,108790,431,2
20210101,20210101176,251,108796,45,1
20210101,20210101176,251,108797,82,3
20210101,20210101176,251,108801,40,1
20210101,20210101176,251,108805,92,1
20210101,20210101176,251,108812,482,5
20210101,20210101176,251,108817,120,1
20210101,20210101176,251,108822,270,1
20210101,20210101176,251,108828,138,1
20210101,20210101176,251,108831,234,3
20210101,20210101176,251,108833,48,1
20210101,20210101176,251,108839,144,1
20210101,20210101176,251,108853,53,2
20210101,20210101176,251,108863,142,4
20210101,20210101176,251,108872,88,1
20210101,20210101176,251,108880,54,3
20210101,20210101176,251,108881,139,1
20210101,20210101176,251,108888,300,2
20210101,20210101176,251,108891,38,1
20210101,20210101176,251,108892,77,2
20210101,20210101176,251,108899,279,3
20210101,20210101176,251,108900,185,2
20210101,20210101176,251,108902,88,2
20210101,20210101176,251,108911,2064,41
20210101,20210101176,251,108917,99,1
20210101,20210101176,251,108919,156,1
20210101,20210101176,251,108926,145,1
20210101,20210101176,251,108928,61,1
20210101,20210101176,251,108929,265,2
20210101,20210101176,251,108933,142,2
20210101,20210101176,251,108934,92,3
20210101,20210101176,251,108937,57,1
20210101,20210101176,251,108940,45,1
20210101,20210101176,251,108949,29,1
20210101,20210101176,251,108950,59,2
20210101,20210101176,251,108951,34,1
20210101,20210101176,251,108953,250,1
20210101,20210101176,251,108955,79,2
20210101,20210101176,251,108956,79,2
20210101,20210101176,251,108967,21,1
20210101,20210101176,251,108970,63,1
20210101,20210101176,251,108972,83,1
20210101,20210101176,251,108979,37,1
20210101,20210101176,251,108980,98,3
20210101,20210101176,251,108985,35,1
20210101,20210101176,251,108987,272,2
20210101,20210101176,251,108993,313,1
20210101,20210101176,251,109001,80,1
20210101,20210101176,251,109006,40,1
20210101,20210101176,251,109011,124,1
20210101,20210101176,251,109019,135,2
20210101,20210101176,251,109020,75,2
20210101,20210101176,251,109022,87,3
20210101,20210101176,251,109024,58,2
20210101,20210101176,251,109025,256,11
20210101,20210101176,251,109028,152,1
20210101,20210101176,251,109031,55,1
20210101,20210101176,251,109040,79,1
20210101,20210101176,251,109041,244,1
20210101,20210101176,251,109044,43,1
20210101,20210101176,251,109045,417,3
20210101,20210101176,251,109052,27,1
20210101,20210101176,251,109053,54,2
20210101,20210101176,251,109055,29,1
20210101,20210101176,251,109056,29,1
20210101,20210101176,251,109059,73,1
20210101,20210101176,251,109064,1227,7
20210101,20210101176,251,109068,120,7
20210101,20210101176,251,109076,79,1
20210101,20210101176,251,109085,52,1
20210101,20210101176,251,109094,157,3
20210101,20210101176,251,109104,1596,1
20210101,20210101176,251,109106,983,1
20210101,20210101176,251,109110,81,1
20210101,20210101176,251,109112,113,1
20210101,20210101176,251,109115,152,2
20210101,20210101176,251,109116,48,1
20210101,20210101176,251,109117,137,1
20210101,20210101176,251,109118,146,1
20210101,20210101176,251,109126,112,1
20210101,20210101176,251,109128,78,1
20210101,20210101176,251,109130,189,2
20210101,20210101176,251,109133,79,1
20210101,20210101176,251,109138,509,5
20210101,20210101176,251,109140,63,1
20210101,20210101176,251,109144,251,4
20210101,20210101176,251,109145,149,2
20210101,20210101176,251,109152,150,1
20210101,20210101176,251,109155,33,1
20210101,20210101176,251,109156,137,4
20210101,20210101176,251,109167,280,4
20210101,20210101176,251,109172,44,1
20210101,20210101176,251,109176,216,1
20210101,20210101176,251,109186,80,2
20210101,20210101176,251,109192,150,1
20210101,20210101176,251,109197,62,1
20210101,20210101176,251,109199,124,2
20210101,20210101176,251,109201,35,1
20210101,20210101176,251,109202,35,1
20210101,20210101176,251,109209,284,1
20210101,20210101176,251,109214,26,3
20210101,20210101176,251,109220,256,2
20210101,20210101176,251,109221,256,2
20210101,20210101176,251,109235,102,3
20210101,20210101176,251,109237,196,1
20210101,20210101176,251,109239,747,3
20210101,20210101176,251,109242,141,2
20210101,20210101176,251,109243,266,2
20210101,20210101176,251,109244,75,1
20210101,20210101176,251,109250,43,2
20210101,20210101176,251,109255,144,3
20210101,20210101176,251,109256,144,3
20210101,20210101176,251,109257,48,1
20210101,20210101176,251,109259,136,1
20210101,20210101176,251,109262,246,1
20210101,20210101176,251,109264,270,2
20210101,20210101176,251,109267,140,1
20210101,20210101176,251,109270,535,15
20210101,20210101176,251,109278,43,1
20210101,20210101176,251,109280,33,1
20210101,20210101176,251,109283,96,2
20210101,20210101176,251,109288,50,1
20210101,20210101176,251,109289,46,1
20210101,20210101176,251,109291,46,1
20210101,20210101176,251,109293,95,2
20210101,20210101176,251,109296,101,4
20210101,20210101176,251,109297,127,5
20210101,20210101176,251,109301,193,3
20210101,20210101176,251,109302,64,1
20210101,20210101176,251,109303,86,1
20210101,20210101176,251,109311,39,1
20210101,20210101176,251,109313,50,2
20210101,20210101176,251,109323,244,5
20210101,20210101176,251,109324,63,1
20210101,20210101176,251,109327,194,3
20210101,20210101176,251,109330,90,2
20210101,20210101176,251,109331,63,3
20210101,20210101176,251,109335,67,1
20210101,20210101176,251,109337,41,1
20210101,20210101176,251,109340,104,1
20210101,20210101176,251,109342,553,6
20210101,20210101176,251,109343,144,1
20210101,20210101176,251,109344,281,2
20210101,20210101176,251,109345,103,1
20210101,20210101176,251,109350,108,2
20210101,20210101176,251,109351,332,6
20210101,20210101176,251,109354,55,1
20210101,20210101176,251,109360,33,2
20210101,20210101176,251,109361,226,1
20210101,20210101176,251,109366,418,1
20210101,20210101176,251,109380,51,2
20210101,20210101176,251,109381,129,5
20210101,20210101176,251,109382,84,4
20210101,20210101176,251,109384,326,3
20210101,20210101176,251,109386,244,2
20210101,20210101176,251,109387,320,4
20210101,20210101176,251,109412,100,2
20210101,20210101176,251,109413,110,2
20210101,20210101176,251,109423,44,1
20210101,20210101176,251,109427,907,8
20210101,20210101176,251,109429,45,1
20210101,20210101176,251,109437,116,1
20210101,20210101176,251,109438,300,15
20210101,20210101176,251,109439,19,1
20210101,20210101176,251,109441,113,1
20210101,20210101176,251,109442,198,2
20210101,20210101176,251,109443,126,2
20210101,20210101176,251,109451,1131,10
20210101,20210101176,251,109459,82,3
20210101,20210101176,251,109461,166,5
20210101,20210101176,251,109462,133,4
20210101,20210101176,251,109463,300,9
20210101,20210101176,251,109464,846,7
20210101,20210101176,251,109466,62,1
20210101,20210101176,251,109467,179,3
20210101,20210101176,251,109468,119,2
20210101,20210101176,251,109469,40,1
20210101,20210101176,251,109471,309,3
20210101,20210101176,251,109474,138,3
20210101,20210101176,251,109476,89,5
20210101,20210101176,251,109483,148,1
20210101,20210101176,251,109490,700,9
20210101,20210101176,251,109493,90,2
20210101,20210101176,251,109498,317,3
20210101,20210101176,251,109516,82,1
20210101,20210101176,251,109518,130,1
20210101,20210101176,251,109519,38,1
20210101,20210101176,251,109522,120,1
20210101,20210101176,251,109530,71,2
20210101,20210101176,251,109534,26,1
20210101,20210101176,251,109540,407,3
20210101,20210101176,251,109542,1837,14
20210101,20210101176,251,109546,481,4
20210101,20210101176,251,109547,55,1
20210101,20210101176,251,109548,302,4
20210101,20210101176,251,109549,86,1
20210101,20210101176,251,109550,74,1
20210101,20210101176,251,109560,74,1
20210101,20210101176,251,109563,131,3
20210101,20210101176,251,109564,78,1
20210101,20210101176,251,109567,84,1
20210101,20210101176,251,109568,87,2
20210101,20210101176,251,109572,51,1
20210101,20210101176,251,109579,80,2
20210101,20210101176,251,109585,80,1
20210101,20210101176,251,109586,55,1
20210101,20210101176,251,109593,115,1
20210101,20210101176,251,109601,30,1
20210101,20210101176,251,109606,118,1
20210101,20210101176,251,109610,294,3
20210101,20210101176,251,109612,260,5
20210101,20210101176,251,109615,257,5
20210101,20210101176,251,109620,121,4
20210101,20210101176,251,109642,99,2
20210101,20210101176,251,109645,91,1
20210101,20210101176,251,109646,91,1
20210101,20210101176,251,109647,21,1
20210101,20210101176,251,109648,109,2
20210101,20210101176,251,109649,123,2
20210101,20210101176,251,109650,341,6
20210101,20210101176,251,109657,30,1
20210101,20210101176,251,109658,30,1
20210101,20210101176,251,109659,30,1
20210101,20210101176,251,109663,201,2
20210101,20210101176,251,109664,139,3
20210101,20210101176,251,109665,34,1
20210101,20210101176,251,109666,34,1
20210101,20210101176,251,109676,45,1
20210101,20210101176,251,109683,101,1
20210101,20210101176,251,109684,54,1
20210101,20210101176,251,109688,68,1
20210101,20210101176,251,109689,109,2
20210101,20210101176,251,109690,68,1
20210101,20210101176,251,109691,230,4
20210101,20210101176,251,109694,184,4
20210101,20210101176,251,109695,46,1
20210101,20210101176,251,109696,92,2
20210101,20210101176,251,109697,138,3
20210101,20210101176,251,109707,42,1
20210101,20210101176,251,109712,13,4
20210101,20210101176,251,109713,598,30
20210101,20210101176,251,109714,14,1
20210101,20210101176,251,109715,18,1
20210101,20210101176,251,109720,109,1
20210101,20210101176,251,109729,172,1
20210101,20210101176,251,109738,105,3
20210101,20210101176,251,109759,87,19
20210101,20210101176,251,109861,40,4
20210101,20210101176,251,109862,869,100
20210101,20210101176,251,109863,284,48
20210101,20210101176,251,109879,89,8
20210101,20210101176,251,109918,29,3
20210101,20210101176,251,109948,169,9
